Timestamp,Channel1,Channel2,Channel3,Channel4,Channel5,Channel6,Channel7,Channel8
26692.1801009,27878.34,16538.0,13617.23,15250.21,16776.13,39869.74,25965.17,51574.28
26692.1841009,27850.11,16497.28,13580.37,15235.43,16727.12,39874.89,25952.01,51576.62
26692.188100900003,27814.77,16416.79,13592.53,15246.11,16669.08,39877.32,25956.2,51582.15
26692.1921009,27809.58,16389.99,13631.63,15260.98,16668.46,39865.98,25965.07,51570.14
26692.1961009,27852.49,16469.91,13646.79,15260.56,16740.37,39852.48,25960.78,51548.39
26692.2001009,27888.64,16545.25,13622.76,15256.31,16785.77,39858.11,25956.35,51549.97
26692.204100900002,27873.04,16522.17,13610.03,15263.56,16760.59,39877.32,25972.51,51576.33
26692.2081009,27854.45,16458.04,13642.65,15291.5,16721.16,39893.35,25999.31,51605.37
26692.2121009,27860.55,16440.35,13689.81,15318.97,16729.98,39890.91,26019.67,51606.61
26692.2161009,27899.79,16521.41,13704.54,15322.45,16803.84,39876.08,26017.81,51586.54
26692.220100900002,27923.73,16589.12,13674.55,15311.43,16843.51,39874.56,26007.08,51584.97
26692.224100900003,27909.9,16562.03,13647.37,15311.2,16809.75,39894.97,26006.65,51606.9
26692.2281009,27874.66,16482.5,13663.34,15321.69,16752.1,39908.7,26022.34,51623.73
26692.2321009,27864.75,16455.37,13703.49,15333.32,16745.66,39900.12,26032.12,51616.96
26692.2361009,27895.55,16526.13,13710.02,15320.68,16805.79,39882.24,26020.58,51586.54
26692.240100900002,27914.96,16581.92,13669.54,15294.89,16831.92,39879.18,26000.17,51579.67
26692.2441009,27890.83,16543.44,13636.16,15281.25,16785.43,39897.11,25998.64,51601.13
26692.2481009,27849.49,16456.18,13640.26,15285.97,16720.68,39906.7,26008.28,51623.06
26692.2521009,27847.39,16428.76,13677.31,15300.47,16714.62,39901.5,26017.48,51622.68
26692.2561009,27879.62,16499.14,13683.23,15292.12,16771.22,39887.39,26002.31,51592.98
26692.2601009,27889.21,16553.83,13639.26,15263.75,16791.82,39882.81,25975.52,51571.66
26692.2641009,27865.94,16519.93,13603.12,15255.36,16744.9,39898.92,25970.41,51589.3
26692.2681009,27836.61,16443.54,13612.13,15269.66,16684.87,39912.56,25983.72,51611.48
26692.272100899998,27833.37,16417.89,13650.04,15285.78,16681.15,39903.45,25997.78,51605.95
26692.2761009,27867.99,16492.56,13662.86,15281.15,16751.43,39883.76,25990.58,51580.1
26692.2801009,27891.45,16558.55,13632.11,15266.66,16791.73,39880.95,25976.47,51572.23
26692.2841009,27875.71,16532.71,13608.98,15262.8,16759.35,39895.92,25974.66,51586.68
26692.2881009,27850.06,16460.61,13632.63,15277.67,16711.28,39903.74,25988.3,51608.23
26692.2921009,27853.25,16439.11,13681.08,15295.75,16717.53,39889.77,26009.94,51606.8
26692.2961009,27887.06,16514.64,13695.86,15290.88,16787.82,39874.32,26002.51,51581.82
26692.3001009,27910.05,16581.11,13666.11,15277.48,16827.49,39876.37,25988.25,51576.05
26692.3041009,27892.97,16550.11,13638.45,15275.1,16790.92,39894.68,25989.54,51592.79
26692.3080009,27862.5,16468.43,13649.13,15289.12,16731.79,39906.89,26003.27,51607.04
26692.3120009,27860.6,16439.49,13688.23,15307.24,16726.11,39899.07,26015.14,51597.51
26692.316000900002,27892.69,16512.3,13698.77,15304.66,16790.25,39886.72,26004.94,51566.85
26692.3200009,27912.0,16576.2,13661.91,15288.4,16820.39,39875.66,25988.53,51552.83
26692.3240009,27896.26,16548.02,13634.25,15285.64,16782.0,39902.41,25989.68,51575.86
26692.3280009,27859.41,16462.76,13645.08,15292.79,16725.21,39904.74,25999.93,51598.6
26692.3320009,27849.58,16430.81,13682.51,15306.28,16721.44,39898.07,26013.19,51599.6
26692.3360009,27881.67,16501.38,13689.57,15300.13,16781.09,39880.14,26002.17,51575.86
26692.3400009,27899.94,16561.46,13650.56,15278.25,16809.13,39881.66,25982.67,51568.99
26692.3440009,27880.1,16530.56,13615.61,15269.09,16764.21,39894.3,25976.09,51588.49
26692.3480009,27846.63,16447.59,13626.1,15273.72,16704.75,39896.54,25986.29,51611.33
26692.352000900002,27838.04,16416.93,13663.25,15291.12,16700.46,39890.96,25999.22,51615.05
26692.3560009,27874.76,16489.75,13670.16,15287.5,16763.12,39874.18,25984.77,51590.35
26692.3600009,27896.74,16550.83,13632.2,15267.56,16794.3,39875.32,25965.65,51575.76
26692.3640009,27879.43,16520.12,13601.59,15261.94,16751.82,39895.35,25965.65,51589.07
26692.3680009,27852.73,16443.97,13616.9,15280.2,16697.03,39903.79,25981.67,51609.81
26692.3719009,27845.43,16416.31,13661.29,15298.99,16703.32,39892.49,25996.97,51608.19
26692.375900900002,27882.67,16494.18,13680.13,15300.56,16778.23,39878.04,25993.54,51583.77
26692.379900900003,27911.57,16567.14,13655.47,15287.5,16823.01,39880.23,25979.95,51573.19
26692.3839009,27895.36,16542.63,13631.44,15282.11,16788.87,39887.62,25975.42,51584.82
26692.3879009,27866.22,16470.2,13650.09,15297.22,16739.56,39900.88,25992.83,51606.9
26692.391900900002,27857.93,16440.06,13694.1,15310.72,16739.94,39895.73,26009.61,51603.51
26692.395900900003,27897.93,16515.5,13709.98,15307.0,16805.46,39881.76,26004.75,51577.38
26692.3999009,27919.39,16577.58,13674.4,15286.02,16836.22,39875.89,25989.01,51562.41
26692.4039009,27901.75,16548.4,13646.32,15280.06,16796.5,39890.39,25989.11,51579.58
26692.4079009,27866.8,16468.72,13658.33,15290.17,16740.47,39897.16,25999.17,51599.89
26692.411900900002,27856.78,16437.39,13695.62,15302.47,16734.03,39886.43,26011.09,51592.02
26692.415900900003,27887.87,16507.44,13703.73,15293.55,16790.06,39870.31,26002.7,51567.94
26692.4199009,27907.9,16569.04,13667.63,15271.47,16821.58,39868.93,25983.38,51559.26
26692.4239009,27884.68,16537.48,13634.92,15262.56,16781.14,39882.14,25980.14,51577.96
26692.427900900002,27855.21,16464.09,13651.13,15279.25,16726.4,39895.01,25994.83,51602.51
26692.431900900003,27842.24,16428.71,13686.04,15287.31,16718.53,39887.96,26004.84,51600.89
26692.4359009,27874.0,16496.56,13690.62,15278.34,16777.95,39871.17,25993.87,51574.62
26692.4399009,27899.08,16561.8,13651.32,15262.32,16806.8,39871.55,25974.66,51566.99
26692.4439009,27880.34,16532.85,13618.14,15257.98,16765.6,39892.25,25971.27,51582.87
26692.4479009,27843.48,16449.98,13624.86,15267.61,16699.6,39899.45,25979.76,51591.45
26692.4519009,27844.1,16424.71,13667.78,15290.17,16696.79,39897.02,25989.68,51594.45
26692.4559009,27876.52,16494.28,13674.17,15287.54,16757.54,39878.66,25981.14,51572.0
26692.4599009,27894.21,16555.12,13636.54,15270.19,16793.54,39877.47,25968.36,51567.08
26692.4639009,27880.96,16528.47,13608.5,15268.52,16759.06,39893.63,25967.17,51587.02
26692.4679009,27858.45,16456.65,13626.72,15291.84,16710.19,39907.17,25988.06,51614.91
26692.4719009,27853.3,16429.57,13673.88,15314.77,16714.67,39897.21,25999.98,51613.53
26692.4759009,27890.54,16507.91,13696.58,15315.58,16788.87,39882.95,25997.55,51588.02
26692.4799009,27916.39,16579.11,13671.16,15300.28,16832.54,39881.76,25987.63,51579.53
26692.4839009,27901.32,16555.93,13647.61,15296.51,16800.45,39895.3,25989.73,51592.17
26692.4879009,27875.95,16485.12,13669.4,15314.25,16754.77,39908.6,26008.37,51614.53
26692.4919009,27879.91,16461.9,13717.51,15332.51,16756.01,39907.17,26026.92,51611.81
26692.4959009,27912.05,16531.76,13728.52,15325.21,16819.38,39888.1,26016.95,51585.01
26692.4998009,27920.49,16590.5,13688.04,15297.8,16848.61,39875.42,25997.07,51574.14
26692.5038009,27902.08,16559.94,13656.09,15286.97,16804.08,39892.49,25997.36,51591.78
26692.507800900003,27870.61,16479.49,13668.44,15296.37,16745.28,39905.84,26012.81,51611.38
26692.5118009,27856.64,16442.92,13704.54,15305.81,16737.51,39897.49,26023.63,51609.76
26692.5158009,27887.06,16513.97,13713.98,15298.8,16798.07,39881.28,26016.76,51589.07
26692.5198009,27906.23,16578.34,13675.41,15274.81,16829.3,39877.47,25997.59,51575.14
26692.523800900002,27880.77,16545.68,13638.78,15262.41,16784.53,39891.49,25991.06,51589.54
26692.5278009,27843.48,16464.04,13650.37,15274.05,16730.02,39903.84,26007.23,51616.1
26692.5318009,27839.47,16433.62,13687.66,15291.03,16721.63,39897.3,26020.67,51615.96
26692.5358009,27870.8,16500.43,13692.24,15285.06,16775.66,39880.23,26006.61,51584.39
26692.539800900002,27894.12,16563.85,13651.8,15272.67,16803.08,39879.37,25982.14,51576.62
26692.543800900003,27879.29,16535.76,13616.52,15274.34,16759.83,39897.73,25977.23,51596.65
26692.5478009,27848.44,16455.89,13624.29,15287.78,16695.79,39910.75,25985.48,51615.58
26692.5518009,27849.15,16426.8,13665.39,15309.96,16686.82,39904.74,25998.02,51612.0
26692.5558009,27886.25,16498.95,13676.03,15310.29,16750.77,39886.67,25985.1,51584.44
26692.559800900002,27912.52,16570.86,13643.55,15298.08,16789.63,39886.62,25967.98,51573.38
26692.5638009,27894.21,16546.25,13618.09,15293.5,16758.78,39903.65,25969.7,51590.21
26692.5678009,27861.55,16468.57,13634.11,15303.9,16708.38,39915.18,25986.01,51608.62
26692.5718009,27850.01,16436.1,13678.31,15316.58,16711.09,39908.18,26005.56,51611.0
26692.5758009,27878.72,16504.29,13694.67,15308.1,16780.81,39886.72,26001.36,51581.77
26692.5798009,27900.22,16568.42,13665.15,15283.25,16823.01,39884.24,25987.34,51568.71
26692.5838009,27884.53,16539.53,13637.59,15275.81,16789.39,39899.16,25988.49,51589.54
26692.5878009,27849.77,16462.52,13651.04,15285.3,16733.6,39905.08,26003.65,51608.47
26692.591800899998,27842.19,16428.76,13689.47,15299.04,16726.59,39899.69,26016.67,51608.23
26692.5958009,27877.29,16498.28,13705.06,15292.22,16791.92,39886.34,26013.19,51581.34
26692.5998009,27898.12,16565.28,13667.82,15267.8,16822.77,39885.43,25993.3,51565.61
26692.6038009,27884.11,16541.29,13633.4,15260.98,16783.86,39900.59,25988.15,51581.29
26692.6078009,27850.92,16458.75,13643.89,15270.19,16729.98,39910.04,26003.75,51604.61
26692.6118009,27840.95,16425.8,13686.23,15286.3,16723.63,39904.74,26017.96,51604.18
26692.6158009,27874.9,16495.85,13694.38,15279.82,16781.67,39887.1,26005.75,51575.48
26692.6198009,27896.65,16563.61,13656.43,15260.32,16813.66,39884.86,25983.86,51562.74
26692.6238009,27873.52,16534.14,13622.05,15249.44,16770.75,39901.88,25979.14,51577.62
26692.6277009,27848.72,16458.66,13632.16,15266.56,16712.62,39917.47,25990.87,51600.03
26692.6317009,27842.24,16423.13,13667.2,15282.63,16701.22,39909.7,25997.69,51594.69
