Timestamp,Channel1,Channel2,Channel3,Channel4,Channel5,Channel6,Channel7,Channel8
22027.858287600004,38567.12,16673.28,25204.38,17864.9,15991.12,34599.79,29318.53,15957.88
22027.862287600004,38585.86,16663.36,25228.41,17878.53,15981.15,34624.72,29348.52,15970.28
22027.866287600005,38558.73,16636.95,25318.91,17921.26,16013.53,34610.08,29431.97,15989.11
22027.870287600002,38528.11,16630.6,25364.83,17944.34,16051.63,34574.32,29462.87,15986.4
22027.874287600003,38542.23,16660.5,25291.97,17910.48,16042.52,34567.74,29386.48,15963.79
22027.878287600004,38574.51,16680.39,25204.85,17869.9,16001.89,34602.46,29321.24,15957.12
22027.882287600005,38583.24,16669.66,25230.08,17882.83,15988.02,34626.2,29352.86,15971.61
22027.886287600002,38557.34,16641.67,25325.35,17923.55,16014.29,34609.46,29428.53,15982.25
22027.890287600003,38527.25,16629.03,25369.98,17944.34,16046.67,34571.79,29456.14,15976.53
22027.894287600004,38538.65,16660.31,25293.73,17913.39,16039.09,34563.35,29381.71,15959.31
22027.898287600005,38572.17,16682.87,25206.95,17873.48,15991.88,34596.49,29314.95,15955.02
22027.902287600005,38582.38,16664.7,25223.64,17877.49,15972.71,34619.91,29346.33,15969.61
22027.906287600003,38554.82,16631.61,25312.95,17915.06,16001.66,34606.94,29422.48,15986.06
22027.910287600003,38533.12,16627.03,25368.26,17942.57,16045.0,34576.56,29461.1,15991.12
22027.914287600004,38542.94,16655.59,25292.64,17909.96,16035.7,34571.08,29386.91,15974.86
22027.918287600005,38571.17,16676.86,25201.51,17871.14,15989.93,34603.41,29318.1,15966.56
22027.9221876,38583.76,16665.65,25218.92,17879.77,15975.0,34626.06,29348.28,15978.58
22027.926187600002,38567.21,16636.8,25309.76,17922.93,16005.66,34612.61,29429.01,15994.22
22027.930187600003,38531.4,16620.54,25364.88,17938.43,16045.52,34577.23,29462.29,15990.5
22027.9341876,38539.22,16649.73,25295.5,17904.43,16043.14,34568.98,29388.96,15974.0
22027.9381876,38578.8,16679.91,25210.43,17870.38,16007.14,34603.6,29323.58,15970.04
22027.9421876,38591.34,16672.76,25235.18,17880.58,15997.32,34628.11,29353.91,15985.2
22027.946187600002,38567.88,16647.82,25331.17,17923.26,16031.89,34613.18,29437.21,16004.18
22027.9501876,38542.56,16645.86,25387.62,17950.92,16073.13,34579.66,29473.21,16001.66
22027.9541876,38551.96,16676.76,25313.38,17915.68,16063.5,34574.13,29398.3,15980.77
